Address,CaseNumber,CrimeAgainst,Neighborhood,OccurDate,OccurTime,OffenseCategory,OffenseType,OpenDataLat,OpenDataLon,ReportDate,OffenseCount
1000 BLOCK OF SE 151ST AVE,22-15652,Property,Centennial,1/17/2022,2152,Motor Vehicle Theft,Motor Vehicle Theft,45.515109377,-122.508159045,1/17/2022,1
1000 BLOCK OF SE ASH ST,22-14078,Property,Buckman West,1/16/2022,0530,Burglary,Burglary,45.521530496,-122.655139469,1/16/2022,1
1000 BLOCK OF SE ASH ST,22-902926,Property,Buckman West,1/30/2022,0343,Vandalism,Vandalism,45.521530496,-122.655139469,1/31/2022,1
1000 BLOCK OF SE FRANKLIN ST,22-3401,Property,Brooklyn,1/5/2022,0033,Burglary,Burglary,45.499721038,-122.655291257,1/5/2022,1
1000 BLOCK OF SE GRAND AVE,22-6746,Person,Buckman West,1/8/2022,1545,Assault Offenses,Aggravated Assault,45.515445038,-122.660692147,1/8/2022,1
1000 BLOCK OF SE GRAND AVE,22-902713,Property,Buckman West,1/27/2022,1805,Larceny Offenses,Theft From Motor Vehicle,45.515445038,-122.660692147,1/29/2022,1
1000 BLOCK OF SE MADISON ST,22-3594,Property,Buckman West,12/28/2021,2000,Larceny Offenses,All Other Larceny,45.512974770,-122.655193307,1/5/2022,1
1000 BLOCK OF SE MAIN ST,22-902005,Property,Buckman West,12/25/2021,0533,Vandalism,Vandalism,45.513688199,-122.655189164,1/20/2022,1
1000 BLOCK OF SW 11TH AVE,22-14878,Property,Downtown,1/17/2022,0125,Larceny Offenses,All Other Larceny,45.517961833,-122.684442666,1/17/2022,1
1000 BLOCK OF SW ALDER ST,22-900188,Property,Downtown,12/31/2021,2300,Larceny Offenses,Theft From Motor Vehicle,45.520771391,-122.682275315,1/1/2022,1
1000 BLOCK OF SW BERTHA BLVD,22-900585,Property,Hillsdale,12/15/2021,0000,Vandalism,Vandalism,45.471196728,-122.689274385,1/9/2022,1
1000 BLOCK OF SW BROADWAY,22-680121,Property,Downtown,1/11/2022,1725,Counterfeiting/Forgery,Counterfeiting/Forgery,45.516998900,-122.680826822,1/12/2022,1
1000 BLOCK OF SW BROADWAY,22-902689,Property,Downtown,1/26/2022,1918,Larceny Offenses,Theft From Building,45.516998900,-122.680826822,1/26/2022,1
1000 BLOCK OF SW DOUGLAS PL,22-902446,Property,Goose Hollow,1/21/2022,2300,Larceny Offenses,Theft From Motor Vehicle,45.520791093,-122.700089358,1/25/2022,1
1000 BLOCK OF SW GIBBS ST,22-4440,Property,Homestead,1/6/2022,0345,Burglary,Burglary,45.499031734,-122.690710050,1/6/2022,1
1000 BLOCK OF SW JEFFERSON ST,22-2902,Property,Downtown,1/4/2022,1156,Larceny Offenses,Purse-Snatching,45.516108528,-122.684800665,1/4/2022,1
1000 BLOCK OF SW JEFFERSON ST,22-3873,Person,Downtown,1/5/2022,1340,Assault Offenses,Simple Assault,45.516108528,-122.684800665,1/5/2022,1
1000 BLOCK OF SW JEFFERSON ST,22-14395,Property,Downtown,1/15/2022,2115,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.516108528,-122.684800665,1/16/2022,1
1000 BLOCK OF SW JEFFERSON ST,22-18706,Property,Downtown,1/20/2022,2135,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.516108528,-122.684800665,1/20/2022,1
1000 BLOCK OF SW JEFFERSON ST,22-901995,Property,Downtown,1/19/2022,2100,Larceny Offenses,Theft From Motor Vehicle,45.516108528,-122.684800665,1/20/2022,1
1000 BLOCK OF SW JEFFERSON ST,22-902829,Property,Downtown,1/28/2022,0830,Larceny Offenses,Theft From Motor Vehicle,45.516108528,-122.684800665,1/28/2022,1
1000 BLOCK OF SW NAITO PKWY,22-900866,Property,Downtown,6/4/2020,0700,Vandalism,Vandalism,45.515108197,-122.673749061,1/12/2022,1
1000 BLOCK OF SW VISTA AVE,22-16498,Property,Goose Hollow,1/14/2022,0600,Motor Vehicle Theft,Motor Vehicle Theft,45.520943566,-122.698143756,1/18/2022,1
1000 BLOCK OF SW VISTA AVE,22-901533,Property,Goose Hollow,1/16/2022,2100,Larceny Offenses,All Other Larceny,45.520943566,-122.698143756,1/18/2022,1
1000 BLOCK OF SW WASHINGTON ST,22-3326,Property,Downtown,1/4/2022,2222,Vandalism,Vandalism,45.521519939,-122.681866945,1/4/2022,1
1000 BLOCK OF SW WASHINGTON ST,22-900273,Property,Downtown,1/9/2022,0100,Larceny Offenses,Theft From Motor Vehicle,45.521439541,-122.681910691,1/9/2022,1
1000 BLOCK OF W BURNSIDE ST,22-15159,Property,Downtown,1/17/2022,0330,Burglary,Burglary,45.522925381,-122.681975597,1/17/2022,1
1000 BLOCK OF W BURNSIDE ST,22-15159,Property,Downtown,1/17/2022,0330,Vandalism,Vandalism,45.522925381,-122.681975597,1/17/2022,1
1000 BLOCK OF W BURNSIDE ST,22-26307,Property,Downtown,1/28/2022,0100,Burglary,Burglary,45.522925381,-122.681975597,1/28/2022,1
1000 BLOCK OF W BURNSIDE ST,22-901143,Property,Pearl,12/29/2021,1816,Larceny Offenses,Shoplifting,45.523019926,-122.681475726,1/11/2022,1
1100 BLOCK OF N BEECH ST,22-900920,Property,Boise,1/9/2022,0000,Larceny Offenses,Theft From Motor Vehicle,45.549774156,-122.677962665,1/11/2022,1
1100 BLOCK OF N COLUMBIA BLVD,22-902744,Property,Piedmont,1/14/2022,0500,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.584154767,-122.678536629,1/24/2022,1
1100 BLOCK OF N FREMONT ST,22-900127,Property,Boise,12/23/2021,1200,Vandalism,Vandalism,45.547879966,-122.677874353,1/2/2022,1
1100 BLOCK OF N HAYDEN MEADOWS DR,22-1419,Property,East Columbia,1/2/2022,1745,Larceny Offenses,All Other Larceny,45.595511596,-122.678629039,1/2/2022,1
1100 BLOCK OF N HAYDEN MEADOWS DR,22-20212,Property,East Columbia,12/12/2021,0000,Embezzlement,Embezzlement,45.595511596,-122.678629039,1/22/2022,1
1100 BLOCK OF N HAYDEN MEADOWS DR,22-20281,Property,East Columbia,1/21/2022,1600,Motor Vehicle Theft,Motor Vehicle Theft,45.593490362,-122.678731150,1/22/2022,1
1100 BLOCK OF N HAYDEN MEADOWS DR,22-20885,Person,East Columbia,1/22/2022,2255,Assault Offenses,Simple Assault,45.595511596,-122.678629039,1/22/2022,1
1100 BLOCK OF N HAYDEN MEADOWS DR,22-21262,Property,East Columbia,1/23/2022,1032,Larceny Offenses,Shoplifting,45.595511596,-122.678629039,1/23/2022,1
1100 BLOCK OF N HAYDEN MEADOWS DR,22-21322,Property,East Columbia,1/14/2022,2053,Larceny Offenses,Shoplifting,45.595511596,-122.678629039,1/23/2022,1
1100 BLOCK OF N HAYDEN MEADOWS DR,22-23647,Property,East Columbia,1/25/2022,1955,Larceny Offenses,Theft From Motor Vehicle,45.595491955,-122.678507132,1/25/2022,1
1100 BLOCK OF N HAYDEN MEADOWS DR,22-900373,Property,East Columbia,1/7/2022,1739,Larceny Offenses,Shoplifting,45.594319509,-122.678555882,1/7/2022,1
1100 BLOCK OF N HAYDEN MEADOWS DR,22-900436,Property,East Columbia,1/2/2022,0020,Larceny Offenses,All Other Larceny,45.592992068,-122.679110616,1/7/2022,1
1100 BLOCK OF N HAYDEN MEADOWS DR,22-900443,Property,East Columbia,12/14/2021,1850,Larceny Offenses,Shoplifting,45.592992068,-122.679110616,1/7/2022,1
1100 BLOCK OF N HAYDEN MEADOWS DR,22-900589,Property,East Columbia,1/9/2022,1600,Larceny Offenses,Shoplifting,45.594319509,-122.678555882,1/9/2022,1
1100 BLOCK OF N HAYDEN MEADOWS DR,22-901686,Property,East Columbia,1/15/2022,1700,Larceny Offenses,Shoplifting,45.594319509,-122.678555882,1/15/2022,1
1100 BLOCK OF N HAYDEN MEADOWS DR,22-901694,Property,East Columbia,1/17/2022,1137,Larceny Offenses,Shoplifting,45.594319509,-122.678555882,1/17/2022,1
1100 BLOCK OF N HAYDEN MEADOWS DR,22-901744,Property,East Columbia,1/15/2022,1635,Fraud Offenses,Credit Card/ATM Fraud,45.593490362,-122.678731150,1/15/2022,1
1100 BLOCK OF N HAYDEN MEADOWS DR,22-901744,Property,East Columbia,1/15/2022,1635,Larceny Offenses,Theft From Motor Vehicle,45.593490362,-122.678731150,1/15/2022,1
1100 BLOCK OF N HAYDEN MEADOWS DR,22-901863,Property,East Columbia,1/24/2022,1850,Larceny Offenses,Shoplifting,45.594319509,-122.678555882,1/24/2022,1
1100 BLOCK OF N HAYDEN MEADOWS DR,22-901960,Property,East Columbia,1/19/2022,0928,Larceny Offenses,Shoplifting,45.594319509,-122.678555882,1/19/2022,1
1100 BLOCK OF N HAYDEN MEADOWS DR,22-901991,Property,East Columbia,1/21/2022,1829,Larceny Offenses,Shoplifting,45.594319509,-122.678555882,1/21/2022,1
1100 BLOCK OF N HAYDEN MEADOWS DR,22-902061,Property,East Columbia,1/21/2022,1314,Larceny Offenses,Shoplifting,45.594319509,-122.678555882,1/21/2022,1
1100 BLOCK OF N HAYDEN MEADOWS DR,22-902117,Property,East Columbia,1/22/2022,1830,Larceny Offenses,Shoplifting,45.594319509,-122.678555882,1/22/2022,1
1100 BLOCK OF N HAYDEN MEADOWS DR,22-902240,Property,East Columbia,1/24/2022,1110,Larceny Offenses,Shoplifting,45.594319509,-122.678555882,1/24/2022,1
1100 BLOCK OF N HAYDEN MEADOWS DR,22-902273,Property,East Columbia,1/23/2022,1824,Larceny Offenses,Shoplifting,45.594319509,-122.678555882,1/23/2022,1
1100 BLOCK OF N HAYDEN MEADOWS DR,22-902296,Property,East Columbia,1/22/2022,1952,Larceny Offenses,Shoplifting,45.594319509,-122.678555882,1/22/2022,1
1100 BLOCK OF N HAYDEN MEADOWS DR,22-902299,Property,East Columbia,1/22/2022,1924,Larceny Offenses,Shoplifting,45.594319509,-122.678555882,1/22/2022,1
1100 BLOCK OF N HAYDEN MEADOWS DR,22-902300,Property,East Columbia,1/24/2022,1435,Larceny Offenses,Shoplifting,45.594319509,-122.678555882,1/24/2022,1
1100 BLOCK OF N HAYDEN MEADOWS DR,22-902419,Property,East Columbia,1/25/2022,1534,Larceny Offenses,Shoplifting,45.594319509,-122.678555882,1/25/2022,1
1100 BLOCK OF N HAYDEN MEADOWS DR,22-902435,Property,East Columbia,1/25/2022,1115,Larceny Offenses,Shoplifting,45.594319509,-122.678555882,1/25/2022,1
1100 BLOCK OF N HAYDEN MEADOWS DR,22-902454,Property,East Columbia,1/24/2022,1622,Larceny Offenses,Shoplifting,45.594319509,-122.678555882,1/25/2022,1
1100 BLOCK OF N HAYDEN MEADOWS DR,22-902717,Property,East Columbia,1/29/2022,0929,Larceny Offenses,Shoplifting,45.594319509,-122.678555882,1/29/2022,1
1100 BLOCK OF N HAYDEN MEADOWS DR,22-902771,Property,East Columbia,1/28/2022,0946,Larceny Offenses,Shoplifting,45.594319509,-122.678555882,1/29/2022,1
1100 BLOCK OF N HAYDEN MEADOWS DR,22-902796,Property,East Columbia,1/27/2022,1343,Larceny Offenses,Shoplifting,45.594319509,-122.678555882,1/27/2022,1
1100 BLOCK OF N HAYDEN MEADOWS DR,22-902827,Property,East Columbia,1/28/2022,1737,Larceny Offenses,Shoplifting,45.594319509,-122.678555882,1/28/2022,1
1100 BLOCK OF N HAYDEN MEADOWS DR,22-902834,Property,East Columbia,1/27/2022,1059,Larceny Offenses,Shoplifting,45.594319509,-122.678555882,1/28/2022,1
1100 BLOCK OF N HAYDEN MEADOWS DR,22-902901,Property,East Columbia,1/30/2022,1400,Larceny Offenses,Shoplifting,45.594319509,-122.678555882,1/30/2022,1
1100 BLOCK OF N HAYDEN MEADOWS DR,22-902955,Property,East Columbia,1/29/2022,2041,Larceny Offenses,Shoplifting,45.594319509,-122.678555882,1/29/2022,1
1100 BLOCK OF N HAYDEN MEADOWS DR,22-902957,Property,East Columbia,1/29/2022,1925,Larceny Offenses,Shoplifting,45.594319509,-122.678555882,1/29/2022,1
1100 BLOCK OF N MARINE DR,22-22495,Property,Bridgeton,1/24/2022,1200,Motor Vehicle Theft,Motor Vehicle Theft,45.603298654,-122.678447503,1/24/2022,1
1100 BLOCK OF N SCHMEER RD,22-7335,Property,East Columbia,1/8/2022,2300,Larceny Offenses,All Other Larceny,45.589572225,-122.678889329,1/9/2022,1
1100 BLOCK OF N SCHMEER RD,22-10376,Property,East Columbia,1/11/2022,1600,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.589572225,-122.678889329,1/12/2022,1
1100 BLOCK OF N SCHMEER RD,22-17763,Person,East Columbia,1/20/2022,0145,Assault Offenses,Simple Assault,45.589572225,-122.678889329,1/20/2022,1
1100 BLOCK OF N SCHMEER RD,22-23878,Person,East Columbia,1/26/2022,0154,Assault Offenses,Simple Assault,45.589572225,-122.678889329,1/26/2022,1
1100 BLOCK OF NE 1ST AVE,22-25570,Property,Lloyd,1/27/2022,1701,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.531168052,-122.664675064,1/27/2022,1
1100 BLOCK OF NE 1ST AVE,22-900759,Property,Lloyd,1/4/2022,2300,Vandalism,Vandalism,45.531168052,-122.664675064,1/4/2022,1
1100 BLOCK OF NE 33RD AVE,22-902613,Property,Laurelhurst,1/17/2022,0800,Larceny Offenses,Theft From Motor Vehicle,45.531302655,-122.630605106,1/27/2022,1
1100 BLOCK OF NE 60TH AVE,22-23034,Property,Rose City Park,1/25/2022,0838,Vandalism,Vandalism,45.531319420,-122.602132687,1/25/2022,1
1100 BLOCK OF NE 60TH AVE,22-23085,Property,Rose City Park,1/25/2022,0946,Vandalism,Vandalism,45.531319879,-122.602257619,1/25/2022,1
1100 BLOCK OF NE 82ND AVE,22-902140,Property,Montavilla,1/22/2022,0030,Larceny Offenses,Theft From Motor Vehicle,45.531274751,-122.579099848,1/22/2022,1
1100 BLOCK OF NE 99TH AVE,22-7037,Person,Hazelwood,1/8/2022,2217,Assault Offenses,Simple Assault,45.530904206,-122.562359608,1/9/2022,1
1100 BLOCK OF NE 99TH AVE,22-902534,Property,Hazelwood,1/25/2022,1700,Larceny Offenses,Theft From Building,45.530904206,-122.562359608,1/26/2022,1
1100 BLOCK OF NE 102ND AVE,22-3700,Property,Hazelwood,1/5/2022,0950,Burglary,Burglary,45.530955058,-122.558145642,1/5/2022,1
1100 BLOCK OF NE 102ND AVE,22-10605,Property,Hazelwood,1/12/2022,1400,Robbery,Robbery,45.530955058,-122.558145642,1/12/2022,1
1100 BLOCK OF NE 102ND AVE,22-14546,Property,Hazelwood,1/16/2022,1730,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.530955058,-122.558145642,1/16/2022,1
1100 BLOCK OF NE 102ND AVE,22-14608,Property,Hazelwood,1/16/2022,1600,Motor Vehicle Theft,Motor Vehicle Theft,45.530955058,-122.558145642,1/16/2022,1
1100 BLOCK OF NE 102ND AVE,22-17269,Property,Hazelwood,1/19/2022,1417,Burglary,Burglary,45.530955058,-122.558145642,1/19/2022,1
1100 BLOCK OF NE 102ND AVE,22-17269,Society,Hazelwood,1/19/2022,1417,Drug/Narcotic Offenses,Drug/Narcotic Violations,45.530955058,-122.558145642,1/19/2022,1
1100 BLOCK OF NE 102ND AVE,22-18576,Property,Hazelwood,1/20/2022,1840,Larceny Offenses,Purse-Snatching,45.530955058,-122.558145642,1/20/2022,1
1100 BLOCK OF NE 102ND AVE,22-23209,Person,Hazelwood,1/25/2022,1217,Assault Offenses,Simple Assault,45.530955058,-122.558145642,1/25/2022,1
1100 BLOCK OF NE 102ND AVE,22-24353,Property,Hazelwood,1/26/2022,1424,Larceny Offenses,Shoplifting,45.530955058,-122.558145642,1/26/2022,1
1100 BLOCK OF NE 108TH AVE,22-902488,Property,Hazelwood,1/17/2022,0800,Larceny Offenses,All Other Larceny,45.531050043,-122.551298389,1/25/2022,1
1100 BLOCK OF NE 122ND AVE,22-17166,Property,Hazelwood,1/18/2022,2015,Motor Vehicle Theft,Motor Vehicle Theft,45.531011336,-122.537743985,1/19/2022,1
1100 BLOCK OF NE 122ND AVE,22-900731,Property,Hazelwood,1/5/2022,0000,Vandalism,Vandalism,45.531010807,-122.537619054,1/5/2022,1
1100 BLOCK OF NE 161ST AVE,22-28987,Property,Wilkes,1/20/2022,0000,Vandalism,Vandalism,45.531010790,-122.497456120,1/31/2022,1
1100 BLOCK OF NE BROADWAY,22-1442,Property,Lloyd,1/2/2022,1811,Larceny Offenses,Pocket-Picking,45.535006047,-122.654034849,1/2/2022,1
1100 BLOCK OF NE BROADWAY,22-7884,Property,Lloyd,1/9/2022,1930,Larceny Offenses,Theft From Motor Vehicle,45.535006047,-122.654034849,1/9/2022,1
1100 BLOCK OF NE BROADWAY,22-17964,Property,Lloyd,1/20/2022,0700,Vandalism,Vandalism,45.535006047,-122.654034849,1/20/2022,1
1100 BLOCK OF NE BROADWAY,22-900271,Property,Lloyd,1/8/2022,0705,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.535006047,-122.654034849,1/8/2022,1
1100 BLOCK OF NE GRAND AVE,22-901727,Property,Lloyd,1/11/2022,1430,Larceny Offenses,Theft From Motor Vehicle,45.531152160,-122.660708325,1/15/2022,1
1100 BLOCK OF NW 9TH AVE,22-21333,Property,Pearl,1/23/2022,1213,Fraud Offenses,False Pretenses/Swindle/Confidence Game,45.531195861,-122.680329919,1/23/2022,1
1100 BLOCK OF NW 9TH AVE,22-900152,Property,Pearl,12/14/2021,0700,Larceny Offenses,All Other Larceny,45.531190751,-122.680454641,1/2/2022,1
1100 BLOCK OF NW 9TH AVE,22-902352,Property,Pearl,1/25/2022,0000,Larceny Offenses,Theft From Motor Vehicle,45.531195861,-122.680329919,1/25/2022,1
1100 BLOCK OF NW 9TH AVE,22-902959,Property,Pearl,1/31/2022,0948,Larceny Offenses,All Other Larceny,45.531195861,-122.680329919,1/31/2022,1
1100 BLOCK OF NW 11TH AVE,22-21216,Property,Pearl,1/23/2022,0638,Vandalism,Vandalism,45.531157582,-122.682491098,1/23/2022,1
1100 BLOCK OF NW 11TH AVE,22-901253,Property,Pearl,1/8/2022,1900,Larceny Offenses,All Other Larceny,45.531157582,-122.682491098,1/10/2022,1
1100 BLOCK OF NW 12TH AVE,22-14535,Property,Pearl,1/16/2022,1716,Fraud Offenses,Wire Fraud,45.531138539,-122.683493617,1/16/2022,1
1100 BLOCK OF NW 12TH AVE,22-900713,Property,Pearl,1/5/2022,1140,Larceny Offenses,All Other Larceny,45.531138539,-122.683493617,1/5/2022,1
1100 BLOCK OF NW 13TH AVE,22-901563,Property,Pearl,1/19/2022,0050,Vandalism,Vandalism,45.531115931,-122.684394502,1/20/2022,1
1100 BLOCK OF NW 17TH AVE,22-10187,Property,Northwest,1/12/2022,0503,Burglary,Burglary,45.531047121,-122.688443892,1/12/2022,1
1100 BLOCK OF NW 20TH AVE,22-902680,Property,Northwest,1/27/2022,1935,Larceny Offenses,Theft From Motor Vehicle,45.530972536,-122.692500862,1/28/2022,1
1100 BLOCK OF NW DAVIS ST,22-11609,Property,Pearl,1/13/2022,1336,Vandalism,Vandalism,45.524421005,-122.682681013,1/13/2022,1
1100 BLOCK OF NW DAVIS ST,22-25351,Property,Pearl,1/27/2022,1314,Larceny Offenses,Shoplifting,45.524333271,-122.682677641,1/27/2022,1
1100 BLOCK OF NW DAVIS ST,22-900050,Property,Pearl,1/4/2022,1825,Vandalism,Vandalism,45.524421005,-122.682681013,1/5/2022,1
1100 BLOCK OF NW DAVIS ST,22-900214,Property,Pearl,12/31/2021,1930,Larceny Offenses,Theft From Motor Vehicle,45.524421005,-122.682681013,1/1/2022,1
1100 BLOCK OF NW DAVIS ST,22-900445,Property,Pearl,1/6/2022,1000,Vandalism,Vandalism,45.524421005,-122.682681013,1/7/2022,1
1100 BLOCK OF NW DAVIS ST,22-901743,Property,Pearl,1/14/2022,1905,Larceny Offenses,Theft From Motor Vehicle,45.524421005,-122.682681013,1/14/2022,1
1100 BLOCK OF NW DAVIS ST,22-902719,Property,Pearl,1/27/2022,1240,Larceny Offenses,Theft From Motor Vehicle,45.524421005,-122.682681013,1/30/2022,1
1100 BLOCK OF NW DAVIS ST,22-902862,Property,Pearl,1/29/2022,1845,Vandalism,Vandalism,45.524421005,-122.682681013,1/30/2022,1
1100 BLOCK OF NW EVERETT ST,22-1848,Property,Pearl,1/3/2022,0400,Burglary,Burglary,45.525131172,-122.682704412,1/3/2022,1
1100 BLOCK OF NW EVERETT ST,22-2937,Property,Pearl,1/4/2022,1320,Larceny Offenses,Shoplifting,45.525131172,-122.682704412,1/4/2022,1
1100 BLOCK OF NW EVERETT ST,22-15209,Property,Pearl,1/17/2022,1203,Larceny Offenses,Purse-Snatching,45.525131172,-122.682704412,1/17/2022,1
1100 BLOCK OF NW EVERETT ST,22-21493,Property,Pearl,1/23/2022,1512,Larceny Offenses,All Other Larceny,45.525131172,-122.682704412,1/23/2022,1
1100 BLOCK OF NW OVERTON ST,22-9032,Person,Pearl,1/11/2022,0537,Assault Offenses,Simple Assault,45.532256918,-122.682970586,1/11/2022,1
1100 BLOCK OF SE 3RD AVE,22-7148,Property,Buckman West,1/9/2022,0131,Burglary,Burglary,45.514737713,-122.662850658,1/9/2022,1
1100 BLOCK OF SE 3RD AVE,22-7148,Property,Buckman West,1/9/2022,0131,Vandalism,Vandalism,45.514737713,-122.662850658,1/9/2022,1
1100 BLOCK OF SE 7TH AVE,22-25134,Person,Buckman West,1/22/2022,1046,Assault Offenses,Intimidation,45.514723780,-122.658631480,1/27/2022,1
1100 BLOCK OF SE 16TH AVE,22-900296,Property,Buckman East,1/6/2022,1940,Larceny Offenses,Theft From Motor Vehicle,45.514693927,-122.649541349,1/8/2022,1
1100 BLOCK OF SE 18TH AVE,22-900267,Property,Buckman East,1/8/2022,0700,Larceny Offenses,Theft From Motor Vehicle,45.514531969,-122.647638596,1/8/2022,1
1100 BLOCK OF SE 41ST AVE,22-2665,Property,Sunnyside,1/4/2022,0725,Motor Vehicle Theft,Motor Vehicle Theft,45.514654235,-122.620228137,1/4/2022,1
1100 BLOCK OF SE 86TH AVE,22-901525,Property,Montavilla,1/15/2022,0803,Larceny Offenses,All Other Larceny,45.515023628,-122.575051181,1/15/2022,1
1100 BLOCK OF SE 96TH AVE,22-902665,Property,Hazelwood,1/26/2022,2135,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.514957127,-122.564274105,1/27/2022,1
1100 BLOCK OF SE 148TH AVE,22-20234,Property,Centennial,1/22/2022,0900,Motor Vehicle Theft,Motor Vehicle Theft,45.514668021,-122.510648746,1/22/2022,1
1100 BLOCK OF SE GRAND AVE,22-1788,Property,Buckman West,1/3/2022,0505,Vandalism,Vandalism,45.514731930,-122.660825018,1/3/2022,1
1100 BLOCK OF SE GRAND AVE,22-900828,Property,Buckman West,1/1/2022,1330,Larceny Offenses,All Other Larceny,45.514731536,-122.660700121,1/4/2022,1
1100 BLOCK OF SE GRAND AVE,22-902530,Property,Buckman West,1/26/2022,2035,Burglary,Burglary,45.514731536,-122.660700121,1/27/2022,1
1100 BLOCK OF SE LINN ST,22-20191,Property,Sellwood-Moreland,1/21/2022,1700,Motor Vehicle Theft,Motor Vehicle Theft,45.459288529,-122.654498930,1/22/2022,1
1100 BLOCK OF SE RHINE ST,22-900492,Property,Brooklyn,1/6/2022,1415,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,45.497459493,-122.654308137,1/6/2022,1
1100 BLOCK OF SE TACOMA ST,22-901078,Property,Sellwood-Moreland,12/31/2021,2315,Larceny Offenses,All Other Larceny,45.464279420,-122.654493163,1/3/2022,1
1100 BLOCK OF SW 2ND AVE,22-15456,Property,Downtown,12/30/2021,1654,Larceny Offenses,All Other Larceny,45.515006335,-122.676231105,1/17/2022,1
1100 BLOCK OF SW 2ND AVE,22-15548,Property,Downtown,1/17/2022,1910,Larceny Offenses,All Other Larceny,45.515006335,-122.676231105,1/17/2022,1
1100 BLOCK OF SW 2ND AVE,22-23174,Property,Downtown,1/25/2022,1127,Fraud Offenses,Identity Theft,45.515006335,-122.676231105,1/25/2022,1
1100 BLOCK OF SW 2ND AVE,22-800233,Property,Downtown,1/14/2022,1956,Fraud Offenses,Hacking/Computer Invasion,45.515006335,-122.676231105,1/15/2022,1
1100 BLOCK OF SW 3RD AVE,22-680112,Property,Downtown,6/26/2021,1300,Larceny Offenses,All Other Larceny,45.515244910,-122.677106625,1/12/2022,1
1100 BLOCK OF SW 6TH AVE,22-500,Person,Downtown,1/1/2022,1423,Assault Offenses,Simple Assault,45.516056563,-122.680170108,1/1/2022,1
1100 BLOCK OF SW 6TH AVE,22-500,Property,Downtown,1/1/2022,1423,Vandalism,Vandalism,45.516056563,-122.680170108,1/1/2022,1
1100 BLOCK OF SW 11TH AVE,22-11384,Person,Downtown,1/13/2022,1138,Assault Offenses,Simple Assault,45.517302047,-122.684799754,1/13/2022,1
1100 BLOCK OF SW 11TH AVE,22-18427,Property,Downtown,1/20/2022,1538,Vandalism,Vandalism,45.517302047,-122.684799754,1/20/2022,1
